barcode,interview_id,field_species_id,Date,Time,capture_depth,lat,lon,length,recorded_mark,sampled,finsampled,sex,mature,rank,fisherman_id,port_id,fishermanport_id,vessel_id,fisherytype_id,fisherygroup_id,agency_id,bestestimate1,probability1,bestestimate2,probability2,bestestimate3,probability3,bestestimate4,probability4,bestestimate5,probability5,bestestimate6,probability6,bestestimate7,probability7,bestestimate8,probability8,bestestimate9,probability9,bestestimate10,probability10,bestestimate11,probability11,bestestimate12,probability12
CA15635,201100641,1,26-Sep-11,13:58:24,10.9728,37.86238333,-122.69385,0.68,N,,Y,,X,,1066,,,267,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA10020,201100660,1,12-Jul-11,9:15:00,9.144,40.73515,-124.29665,0.77,N,,Y,,X,,1184,,,380,11,400,2,Central_Valley_fall,99.887,Central_Valley_spring,0.112,0,0,,,,,,,,,,,,,,,,,,
CA22150,201100657,1,13-Oct-11,7:36:54,29.2608,37.87015,-122.7292333,0.86,N,,Y,,E,,1040,,,246,11,100,2,Central_Valley_fall,99.968,Central_Valley_spring,0.032,0,0,,,,,,,,,,,,,,,,,,
CA22624,201100535,1,29-Jul-11,20:14:10,64.008,39.95413333,-124.11405,0.727,N,,Y,,X,,1169,,,348,11,100,2,California_Coast,100,0,0,0,0,,,,,,,,,,,,,,,,,,
18356,201100113,1,04-Jun-11,12:25:49,54.864,43.11675,-124.5499,0.29,N,Y,,,U,12,519,,,226,11,100,1,Central_Valley_fall,0.9978,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA19813,201100036,1,07-May-11,15:14:29,32.9184,37.20372,-122.63533,0.82,N,,Y,,X,,1043,,,248,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
32490,201100039,1,23-May-11,11:46:44,91.44,44.69386667,-124.4588833,0.78,N,Y,,,M,13,74,,,72,11,100,1,U_Columbia_summer_fall,0.9986,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
5564,201100040,1,18-May-11,8:44:27,82.296,44.38173333,-124.6123333,0.78,Y,Y,,,E,13,61,,,59,11,100,1,L_Columbia_fall,0.9973,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13012,201100042,1,23-May-11,12:05:00,54.864,45.14155,-124.0805333,0.73,Y,Y,,,E,12,76,,,74,11,100,1,U_Columbia_summer_fall,0.7809,Mid_Oregon_Coast,0.1539,Rogue,0.044,Snake_fall,0.0098,Central_Valley_fall,0.0069,,0,,0,,0,,0,,0,,0,,
21165,201100083,1,28-May-11,19:01:40,118.872,44.73662,-124.53357,0.725,Y,Y,,,E,13,68,,,66,11,100,1,S_Puget_Sound,0.8483,N_Puget_Sound,0.1092,Hood_Canal,0.0421,,0,,0,,0,,0,,0,,0,,0,,0,,
15043,201100064,1,24-May-11,8:11:35,3.6576,43.66535,-124.2299833,0.71,N,Y,,,M,13,140,,,135,11,100,1,Mid_Oregon_Coast,0.671,Central_Valley_fall,0.1344,Rogue,0.0862,N_Puget_Sound,0.0728,L_Columbia_spring,0.0154,U_Columbia_summer_fall,0.0125,,0,,0,,0,,0,,0,,
21157,201100070,1,23-May-11,17:41:08,49.3776,43.1596,-124.54885,0.785,Y,Y,,,E,13,19,,,344,11,100,1,Central_Valley_fall,0.9903,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13169,201100086,1,01-Jun-11,7:19:07,118.872,44.74687,-124.54875,0.8,N,Y,,,E,11,76,,,74,11,100,1,Mid_Oregon_Coast,0.9581,N_Oregon_Coast,0.0419,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
20688,201100073,1,18-May-11,13:52:20,83.2104,44.38327,-124.58055,0.83,N,Y,,,U,12,63,,,61,11,100,1,Mid_Oregon_Coast,0.3489,S_Thompson,0.3452,U_Fraser,0.1559,L_Columbia_fall,0.0765,Snake_fall,0.0382,U_Columbia_summer_fall,0.0108,Mid_Fraser,0.0078,N_Puget_Sound,0.0055,Rogue,0.0043,,0,,0,,
33531,201100078,1,19-May-11,7:37:51,84.1248,44.34877,-124.54678,0.85,Y,Y,,,E,13,87,,,85,11,100,1,Mid_Columbia_tule,0.822,L_Columbia_fall,0.178,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
9963,201100080,1,24-May-11,13:29:23,146.304,44.74857,-124.55532,0.775,N,Y,,,U,13,68,,,66,11,100,1,California_Coast,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
34228,201100088,1,01-Jun-11,15:52:59,109.728,44.72408333,-124.5494667,0.76,N,Y,,,U,13,119,,,115,11,100,1,Mid_Oregon_Coast,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
11490,201100112,1,01-Jun-11,20:38:36,124.3584,44.53063,-124.57255,0.87,N,Y,,,E,13,63,,,61,11,100,1,Central_Valley_fall,0.9986,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
21131,201100092,1,01-Jun-11,5:58:39,118.872,44.75718,-124.54043,0.88,N,Y,,,E,11,87,,,85,11,100,1,Mid_Fraser,0.7514,SSE_Alaska_Stikine,0.1211,U_Fraser,0.1175,Taku,0.0092,,0,,0,,0,,0,,0,,0,,0,,
29599,201100093,1,30-May-11,19:55:39,137.16,44.76077,-124.45598,0.82,N,Y,,,M,13,84,,,82,11,100,1,Rogue,0.7946,Mid_Oregon_Coast,0.1357,L_Columbia_fall,0.0351,N_California_S_Oregon_Coast,0.0326,,0,,0,,0,,0,,0,,0,,0,,
CA18013,201100094,1,22-May-11,8:17:08,65.8368,36.84172,-121.91887,0.74,Y,,Y,,U,,1140,,,329,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA24313,201100102,1,21-May-11,14:52:13,,36.80005,-121.84238,,X,,N,,X,,1181,,,358,11,100,2,Central_Valley_fall,99.997,Central_Valley_spring,0.003,0,0,,,,,,,,,,,,,,,,,,
20829,201100107,1,03-Jun-11,7:41:36,36.576,43.2432,-124.55972,0.84,Y,Y,,,E,13,96,,,223,11,100,1,U_Columbia_summer_fall,0.9996,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA23009,201100110,1,10-May-11,10:57:31,64.008,37.07843,-122.53637,0.81,N,,Y,,M,,1068,,,269,11,100,2,Rogue,91.888,N_California_S_Oregon_Coast,6.054,Mid_Oregon_Coast,2.057,,,,,,,,,,,,,,,,,,
20072,201100115,1,01-Jun-11,9:48:41,91.44,43.2568,-124.5603,0.88,Y,Y,,,U,13,517,,,202,11,100,1,Mid_Oregon_Coast,0.9524,Rogue,0.0204,L_Columbia_fall,0.014,U_Columbia_summer_fall,0.0113,,0,,0,,0,,0,,0,,0,,0,,
20007,201100116,1,01-Jun-11,13:39:26,85.9536,43.24638,-124.54995,0.78,N,Y,,,E,13,27,,,27,11,100,1,Mid_Oregon_Coast,0.8092,U_Columbia_summer_fall,0.1577,N_Oregon_Coast,0.0186,N_Puget_Sound,0.0103,,0,,0,,0,,0,,0,,0,,0,,
CA17313,201100126,1,25-May-11,10:03:14,102.4128,38.246,-123.33328,0.86,N,,Y,,U,,1177,,,354,11,100,2,Klamath,100,0,0,0,0,,,,,,,,,,,,,,,,,,
20122,201100171,1,08-Jun-11,19:46:07,62.1792,44.51066667,-124.3569,0.88,Y,Y,,,E,13,511,,,126,11,100,1,U_Columbia_summer_fall,0.9606,Snake_fall,0.0394,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
20761,201100130,1,02-Jun-11,7:41:02,118.872,44.5385,-124.57677,0.78,Y,Y,,,E,13,82,,,80,11,100,1,Deschutes_fall,0.9415,U_Columbia_summer_fall,0.0561,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA17113,201100132,1,26-May-11,11:26:17,109.728,38.23276667,-123.3170833,0.81,N,,Y,,U,,1099,,,300,11,100,2,Central_Valley_fall,99.988,Central_Valley_spring,0.011,0,0,,,,,,,,,,,,,,,,,,
20729,201100133,1,06-Jun-11,12:05:27,73.152,43.50828333,-124.48745,0.81,N,Y,,,E,13,28,,,28,11,100,1,U_Columbia_summer_fall,0.9158,Deschutes_fall,0.0687,Snake_fall,0.0064,,0,,0,,0,,0,,0,,0,,0,,0,,
CA21413,201100172,1,04-May-11,14:40:39,29.2608,37.22346667,-122.6588,0.71,N,,Y,,X,,1058,,,259,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
34254,201100134,1,04-Jun-11,18:09:03,100.584,43.15566667,-124.5656,0.79,N,Y,,,U,11,517,,,202,11,100,1,Mid_Oregon_Coast,0.8919,L_Fraser,0.0659,N_Puget_Sound,0.0176,L_Columbia_fall,0.0084,Central_Valley_fall,0.0062,,0,,0,,0,,0,,0,,0,,
13204,201100166,1,06-Jun-11,18:20:40,109.728,43.72541667,-124.4687667,0.82,N,Y,,,E,13,76,,,74,11,100,1,U_Columbia_summer_fall,0.8954,Snake_fall,0.101,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
4540,201100145,1,05-Jun-11,8:41:51,91.44,43.73331667,-124.4795167,0.74,N,Y,,,M,13,149,,,144,11,100,1,Rogue,0.5669,Mid_Oregon_Coast,0.4113,U_Columbia_summer_fall,0.0155,,0,,0,,0,,0,,0,,0,,0,,0,,
21657,201100147,1,05-Jun-11,8:34:29,98.7552,43.7545,-124.4999667,0.95,N,Y,,,M,13,143,,,138,11,100,1,Mid_Oregon_Coast,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
4501,201100148,1,05-Jun-11,13:04:38,137.16,43.77218333,-124.4997667,0.81,N,Y,,,E,12,147,,,142,11,100,1,N_Oregon_Coast,0.9776,Mid_Oregon_Coast,0.021,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
22391,201100152,1,06-Jun-11,13:59:04,84.1248,43.11161667,-124.5579833,0.76,Y,Y,,,E,,140,,,135,11,100,1,,,,,,,,,,,,,,,,,,,,,,,,
CA23903,201100157,1,28-May-11,10:56:16,54.864,36.84848333,-122.0165333,0.84,N,,Y,,X,,1095,,,296,11,100,2,Central_Valley_fall,99.996,U_Columbia_summer_fall,0.004,Central_Valley_spring,0,,,,,,,,,,,,,,,,,,
CA24013,201100158,1,01-Jun-11,13:20:59,65.8368,35.10133333,-120.8000167,0.88,N,,Y,,X,,1176,,,353,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA24812,201100159,1,26-May-11,17:54:36,76.8096,38.22576667,-123.33115,0.71,N,,Y,,X,,1167,,,302,11,100,2,Rogue,70.89,N_California_S_Oregon_Coast,28.808,Mid_Oregon_Coast,0.302,,,,,,,,,,,,,,,,,,
CA20413,201100161,1,26-May-11,12:18:47,109.728,38.24113333,-123.3520667,0.68,Y,,Y,,E,,1090,,,291,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
8207,201100163,1,05-Jun-11,13:22:37,137.16,43.62726667,-124.4984167,0.66,N,Y,,,E,11,1187,,,65,11,100,1,U_Columbia_summer_fall,0.423,Rogue,0.3639,Mid_Oregon_Coast,0.2087,,0,,0,,0,,0,,0,,0,,0,,0,,
17141,201100164,1,06-Jun-11,12:39:22,73.152,43.72218333,-124.4698,0.91,N,Y,,,M,11,538,,,361,11,100,1,Mid_Oregon_Coast,0.9889,N_Puget_Sound,0.0085,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA18609,201100173,1,19-May-11,10:28:06,21.9456,37.1678,-122.52455,0.84,N,,Y,,X,,1054,,,255,11,100,2,Central_Valley_fall,99.944,California_Coast,0.053,Willamette,0.002,,,,,,,,,,,,,,,,,,
CA21712,201100174,1,12-May-11,10:04:15,38.4048,37.24221667,-122.5599833,0.83,N,,Y,,X,,1066,,,267,11,100,2,California_Coast,100,0,0,0,0,,,,,,,,,,,,,,,,,,
CA22815,201100176,1,05-May-11,11:57:18,82.296,37.15533333,-122.6169,0.86,Y,,Y,,X,,1093,,,294,11,100,2,Central_Valley_fall,99.97,Central_Valley_spring,0.031,0,0,,,,,,,,,,,,,,,,,,
CA22613,201100177,1,03-May-11,9:18:08,54.864,36.83105,-121.9247667,0.75,N,,Y,,X,,1169,,,348,11,100,2,Central_Valley_fall,99.953,Central_Valley_spring,0.046,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
20965,201100179,1,12-Jun-11,11:54:08,98.7552,43.76793333,-124.4933333,0.79,N,Y,,,E,8,63,,,61,11,100,1,Mid_Columbia_tule,0.993,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
11511,201100195,1,12-Jun-11,6:20:59,91.44,43.68638333,-124.4550833,0.92,N,Y,,,E,13,126,,,122,11,100,1,Central_Valley_fall,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
6639,201100188,1,11-Jun-11,14:09:20,62.1792,44.53005,-124.3642833,0.9,N,Y,,,E,13,511,,,126,11,100,1,U_Columbia_summer_fall,0.9484,Snake_fall,0.048,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13761,201100196,1,08-Jun-11,14:24:04,64.008,43.59598333,-124.46355,0.83,Y,Y,,,E,13,96,,,223,11,100,1,Mid_Oregon_Coast,0.9912,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
9296,201100201,1,14-Jun-11,11:05:17,122.5296,43.68501667,-124.4389,0.81,N,Y,,,E,12,147,,,142,11,100,1,Mid_Oregon_Coast,0.9973,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
21729,201100203,1,12-Jun-11,18:58:23,128.016,43.42981667,-124.5457,0.77,Y,Y,,,E,13,140,,,135,11,100,1,Klamath,0.6511,Mid_Oregon_Coast,0.3307,Rogue,0.0144,,0,,0,,0,,0,,0,,0,,0,,0,,
34391,201100205,1,14-Jun-11,13:51:48,118.872,43.68025,-124.4479167,0.865,N,Y,,,M,13,538,,,361,11,100,1,Mid_Oregon_Coast,0.8964,Rogue,0.0916,Taku,0.0053,,0,,0,,0,,0,,0,,0,,0,,0,,
28919,201100213,1,12-Jun-11,9:51:53,18.288,43.6734,-124.4563167,0.87,N,Y,,,M,12,1189,,,81,11,100,1,Central_Valley_fall,0.8626,U_Columbia_summer_fall,0.1278,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA24612,201100217,1,30-May-11,19:18:35,1572.768,38.94096667,-123.84255,0.03,N,,Y,,X,,1082,,,283,11,100,2,Central_Valley_fall,99.178,Central_Valley_spring,0.822,0,0,,,,,,,,,,,,,,,,,,
5567,201100219,1,18-Jun-11,13:03:48,58.5216,44.52263333,-124.3788833,0.84,N,Y,,,E,11,511,,,126,11,100,1,Mid_Columbia_tule,0.9602,L_Columbia_fall,0.0398,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
19654,201100221,1,14-Jun-11,8:49:52,91.44,43.74503333,-124.47625,0.79,N,Y,,,M,13,96,,,223,11,100,1,Rogue,0.9652,Mid_Oregon_Coast,0.0278,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
21773,201100223,1,20-Jun-11,14:55:45,80.4672,43.67306667,-124.4527167,0.75,N,Y,,,E,13,143,,,138,11,100,1,Central_Valley_fall,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
34553,201100224,1,20-Jun-11,11:44:10,109.728,43.69626667,-124.45845,0.94,N,Y,,,M,9,149,,,144,11,100,1,Central_Valley_fall,0.8572,U_Columbia_summer_fall,0.1271,Mid_Columbia_tule,0.0057,,0,,0,,0,,0,,0,,0,,0,,0,,
34520,201100228,1,19-Jun-11,9:23:59,137.16,43.67528333,-124.4476333,0.84,N,Y,,,M,11,1187,,,65,11,100,1,Klamath,0.9873,Mid_Oregon_Coast,0.0076,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
11888,201100237,1,20-Jun-11,12:56:05,45.72,44.51558333,-124.37735,0.77,Y,Y,,,E,12,126,,,122,11,100,1,Central_Valley_fall,0.9999,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA22413,201100239,1,02-May-11,14:30:43,21.9456,37.2417,-122.6621167,0.758,N,,Y,,E,,1071,,,272,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA22212,201100243,1,25-May-11,13:05:46,10.9728,37.29948333,-122.5949,0.83,N,,Y,,X,,1166,,,346,11,100,2,Central_Valley_fall,100.001,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
29576,201100246,1,19-Jun-11,12:10:23,102.4128,43.39025,-124.5543333,0.87,N,Y,,,E,13,161,,,222,11,100,1,L_Fraser,0.9984,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
11754,201100248,1,22-Jun-11,21:55:05,25.6032,43.76086667,-124.4734667,0.84,Y,Y,,,M,13,79,,,77,11,100,1,Central_Valley_fall,0.9999,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
21135,201100251,1,21-Jun-11,13:36:01,43.8912,44.52013333,-124.38785,0.81,Y,Y,,,E,13,87,,,85,11,100,1,L_Columbia_fall,0.7642,Mid_Columbia_tule,0.2358,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
11563,201100252,1,23-Jun-11,10:30:28,65.8368,45.5601,-124.2409,0.93,N,Y,,,M,13,102,,,99,11,100,1,U_Columbia_summer_fall,0.9991,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13972,201100315,1,18-Jul-11,13:43:52,166.4208,43.53635,-124.5341,0.87,N,Y,,,M,13,36,,,35,11,100,1,L_Columbia_fall,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
13778,201100256,1,27-Jun-11,12:48:52,21.9456,43.39173333,-124.5469333,0.7,Y,Y,,,E,13,19,,,344,11,100,1,L_Columbia_fall,0.9999,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA18211,201100259,1,11-May-11,12:45:13,9.144,37.08406667,-122.4553667,0.762,N,,Y,,X,,1170,,,349,11,100,2,Central_Valley_fall,99.997,Central_Valley_spring,0.004,0,0,,,,,,,,,,,,,,,,,,
14909,201100266,1,26-Jun-11,21:45:44,14.6304,45.5019,-124.2503,0.9,N,Y,,,M,11,102,,,99,11,100,1,U_Columbia_summer_fall,0.5168,Snake_fall,0.4831,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
26636,201100317,1,17-Jul-11,16:19:49,82.296,43.45653333,-124.43945,0.76,N,Y,,,M,13,1023,,,232,11,100,1,Rogue,0.9899,N_California_S_Oregon_Coast,0.0054,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
21140,201100277,1,30-Jun-11,11:21:29,40.2336,45.54283333,-124.2442667,0.92,Y,Y,,,E,13,63,,,61,11,100,1,S_Puget_Sound,0.8912,Mid_Oregon_Coast,0.0743,N_Puget_Sound,0.0206,Hood_Canal,0.0117,,0,,0,,0,,0,,0,,0,,0,,
12098,201100278,1,30-Jun-11,12:42:39,67.6656,45.53588333,-124.2319333,0.86,N,Y,,,M,13,119,,,115,11,100,1,N_Oregon_Coast,0.9987,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA24869,201100307,1,28-Jun-11,15:32:00,54.864,38.88861667,-123.7819167,0.73,N,,Y,,X,,1167,,,302,11,100,2,Central_Valley_fall,100.001,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA19872,201100285,1,28-Jun-11,12:51:24,38.4048,38.83046667,-123.75765,0.93,N,,Y,,X,,1043,,,248,11,100,2,Snake_fall,55.038,U_Columbia_summer_fall,44.962,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA17160,201100287,1,28-Jun-11,10:55:52,54.864,38.77318333,-123.6913667,0.87,N,,Y,,X,,1099,,,300,11,100,2,Central_Valley_fall,92.676,Central_Valley_spring,7.324,0,0,,,,,,,,,,,,,,,,,,
CA19012,201100290,1,28-Jun-11,15:59:30,73.152,38.28473333,-123.2771167,0.69,N,,Y,,X,,1037,,,243,11,100,2,California_Coast,99.914,N_California_S_Oregon_Coast,0.082,Rogue,0.004,,,,,,,,,,,,,,,,,,
CA24405,201100293,1,29-Jun-11,14:20:00,38.4048,35.13333333,-120.8333333,0.75,N,,Y,,X,,1067,,,268,11,100,2,Central_Valley_fall,99.875,Central_Valley_spring,0.125,0,0,,,,,,,,,,,,,,,,,,
CA21513,201100294,1,28-Jun-11,14:00:20,36.576,38.84068333,-123.75885,0.83,N,,Y,,X,,1058,,,259,11,100,2,N_California_S_Oregon_Coast,97.864,Rogue,1.874,Mid_Oregon_Coast,0.161,,,,,,,,,,,,,,,,,,
CA19486,201100296,1,29-Jun-11,16:37:38,54.864,38.24673333,-123.2711333,0.8,Y,,Y,,X,,1056,,,257,11,100,2,Central_Valley_fall,99.081,Central_Valley_spring,0.918,0,0,,,,,,,,,,,,,,,,,,
CA20336,201100308,1,05-Jul-11,11:37:27,111.5568,38.26126667,-123.2590167,0.83,N,,Y,,X,,1158,,,340,11,100,2,Central_Valley_fall,99.965,Central_Valley_spring,0.036,0,0,,,,,,,,,,,,,,,,,,
30624,201100316,1,18-Jul-11,12:48:50,175.5648,43.53215,-124.5484167,0.77,N,Y,,,X,13,27,,,27,11,100,1,Klamath,0.9891,California_Coast,0.0087,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA18299,201100322,1,29-Jun-11,10:44:03,91.44,38.14058333,-123.2324333,0.74,N,,Y,,E,,1170,,,349,11,100,2,Central_Valley_fall,99.998,Central_Valley_spring,0.002,0,0,,,,,,,,,,,,,,,,,,
CA22521,201100324,1,29-Jun-11,17:00:07,107.8992,38.13266667,-123.2321833,0.85,N,,Y,,E,,1040,,,246,11,100,2,Central_Valley_fall,99.983,Central_Valley_spring,0.016,0,0,,,,,,,,,,,,,,,,,,
CA22689,201100327,1,28-Jun-11,14:52:35,54.864,38.86805,-123.7849,0.87,N,,Y,,X,,1169,,,348,11,100,2,Snake_fall,72.813,U_Columbia_summer_fall,27.184,Central_Valley_fall,0.002,,,,,,,,,,,,,,,,,,
CA24646,201100328,1,10-Jul-11,13:32:16,73.152,38.86558333,-123.8139167,0.78,N,,Y,,X,,1082,,,283,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA17013,201100330,1,17-Jul-11,16:06:21,82.296,38.41833333,-123.2965167,0.88,N,,Y,,X,,1099,,,300,11,100,2,Central_Valley_fall,99.836,Central_Valley_spring,0.164,0,0,,,,,,,,,,,,,,,,,,
CA19907,201100331,1,18-Jul-11,17:25:40,54.864,38.34766667,-123.2582,0.78,Y,,Y,,X,,1043,,,248,11,100,2,Central_Valley_fall,99.995,Central_Valley_spring,0.005,0,0,,,,,,,,,,,,,,,,,,
CA19503,201100333,1,18-Jul-11,14:17:44,32.9184,38.4545,-123.2547333,0.84,Y,,Y,,X,,1056,,,257,11,100,2,Central_Valley_fall,99.508,Central_Valley_spring,0.492,0,0,,,,,,,,,,,,,,,,,,
CA17612,201100334,1,17-Jul-11,15:09:46,36.576,38.40448333,-123.2131333,0.78,N,,Y,,X,,1094,,,295,11,100,2,Central_Valley_fall,99.934,Central_Valley_spring,0.066,0,0,,,,,,,,,,,,,,,,,,
CA19046,201100337,1,16-Jul-11,13:39:40,43.8912,38.8989,-123.8185333,0.91,N,,Y,,X,,1037,,,243,11,100,2,California_Coast,98.297,N_California_S_Oregon_Coast,1.698,Mid_Oregon_Coast,0.005,,,,,,,,,,,,,,,,,,
CA20463,201100342,1,17-Jul-11,11:55:08,73.152,38.3426,-123.20825,0.78,Y,,Y,,X,,1090,,,291,11,100,2,Central_Valley_fall,99.967,Central_Valley_spring,0.035,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA17378,201100344,1,17-Jul-11,11:11:24,84.1248,38.93368333,-123.8065,0.94,N,,Y,,E,,1177,,,354,11,100,2,Central_Valley_fall,99.999,Central_Valley_spring,0.001,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA20622,201100347,1,18-Jul-11,13:34:32,38.4048,38.3753,-123.2563333,0.8,N,,Y,,X,,1034,,,240,11,100,2,Central_Valley_fall,99.926,Central_Valley_spring,0.074,L_Columbia_spring,0,,,,,,,,,,,,,,,,,,
CA24857,201100353,1,11-Jul-11,13:16:09,60.3504,38.94381667,-123.8089,0.73,X,,Y,,X,,1167,,,302,11,100,2,Central_Valley_fall,99.555,Central_Valley_spring,0.445,0,0,,,,,,,,,,,,,,,,,,
CA28412,201100362,1,04-Jul-11,9:25:05,54.864,41.0435,-124.2573167,0.98,N,,Y,,M,,1096,,,297,11,100,2,Klamath,98.629,Rogue,1.362,N_California_S_Oregon_Coast,0.007,,,,,,,,,,,,,,,,,,
CA27212,201100363,1,09-Jul-11,10:03:00,27.432,41.04371667,-124.2643667,0.69,N,,Y,,X,,1192,,,362,11,100,2,Klamath,100,0,0,0,0,,,,,,,,,,,,,,,,,,
CA27260,201100364,1,16-Jul-11,12:52:39,60.3504,41.0421,-124.2759833,0.7,N,,Y,,E,,1192,,,362,11,100,2,California_Coast,99.997,N_California_S_Oregon_Coast,0.002,0,0,,,,,,,,,,,,,,,,,,
CA28013,201100365,1,03-Jul-11,10:38:39,,40.83223333,-124.2899,,X,,X,,X,,1193,,,363,11,100,2,,,,,,,,,,,,,,,,,,,,,,,,
CA27013,201100369,1,09-Jul-11,8:15:48,29.2608,40.99421667,-124.2485167,0.915,N,,Y,,X,,1097,,,298,11,100,2,U_Columbia_summer_fall,94.194,Snake_fall,5.806,Deschutes_fall,0,,,,,,,,,,,,,,,,,,
CA23919,201100370,1,28-Jun-11,11:22:05,102.4128,36.62398333,-122.0135,0.67,N,,Y,,X,,1194,,,364,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
CA23033,201100371,1,05-Jul-11,9:45:44,91.44,36.83003333,-122.08335,0.86,Y,,Y,,X,,1098,,,299,11,100,2,Central_Valley_fall,99.976,Central_Valley_spring,0.025,0,0,,,,,,,,,,,,,,,,,,
CA22222,201100375,1,26-Jun-11,8:06:11,73.152,36.81143333,-121.9606667,0.85,Y,,Y,,X,,1062,,,319,11,100,2,Mid_Oregon_Coast,99.991,N_California_S_Oregon_Coast,0.005,California_Coast,0.003,,,,,,,,,,,,,,,,,,
CA18113,201100382,1,20-Jul-11,8:46:28,91.44,36.82126667,-122.0001667,0.87,Y,,Y,,X,,1195,,,365,11,100,2,Central_Valley_fall,99.986,Central_Valley_spring,0.013,0,0,,,,,,,,,,,,,,,,,,
CA21611,201100383,1,28-Jun-11,14:08:25,,38.89506667,-123.78925,0.85,N,,Y,,X,,1066,,,267,11,100,2,Central_Valley_fall,100,Central_Valley_spring,0,0,0,,,,,,,,,,,,,,,,,,
11986,201100384,1,03-Aug-11,12:13:57,102.4128,44.7541,-124.3217667,0.81,Y,Y,,,M,,126,,,122,11,100,1,Mid_Columbia_tule,0.9947,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,
CA24037,201100389,1,24-Jul-11,14:25:18,91.44,39.4256,-123.8976833,0.87,N,,Y,,X,,1176,,,353,11,100,2,California_Coast,100,0,0,0,0,,,,,,,,,,,,,,,,,,
CA21221,201100390,1,17-Jul-11,15:34:51,35.6616,38.48325,-123.3130167,0.73,N,,Y,,X,,1047,,,252,11,100,2,Central_Valley_fall,99.994,Central_Valley_spring,0.006,0,0,,,,,,,,,,,,,,,,,,
CA21813,201100391,1,16-Jul-11,18:13:12,84.1248,38.86188333,-123.7472667,0.71,N,,Y,,X,,1060,,,261,11,100,2,Central_Valley_fall,100,0,0,0,0,,,,,,,,,,,,,,,,,,
